ID,AcceptedCampaign3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
3979,0,0,1,0,0
5602,0,0,0,0,0
2202,0,0,0,0,0
9645,0,0,0,0,0
7230,0,1,0,0,0
5675,0,1,0,0,0
4974,0,0,0,0,0
5687,0,0,0,0,0
5871,0,0,0,0,0
3846,0,0,0,0,0
10001,0,0,0,0,0
2831,0,0,0,0,0
868,0,0,0,0,0
7212,0,0,0,0,0
1743,0,0,0,0,0
2415,0,0,0,1,0
7947,0,0,0,0,0
2106,0,0,0,0,0
3363,0,0,0,0,0
8595,0,0,0,0,0
7232,0,0,0,0,0
7829,0,0,0,0,0
9977,0,0,0,0,0
10142,0,0,0,0,0
5263,0,0,0,0,0
22,0,0,0,0,0
528,0,0,0,0,0
4070,0,1,1,0,0
